"type";"Mittlere belastete Fläche Vorne L [cm²]";"Mittlere belastete Fläche Hinten L [cm²]";"Mittlere belastete Fläche Vorne R [cm²]";"Mittlere belastete Fläche Hinten R [cm²]";"Lateral Skewness [°]";"Ant Post Skewness [°]";"Average max force Vorne L [%bw]";"Average max force Vorne R [%bw]";"Average max force Hinten L [%bw]";"Average max force Hinten R [%bw]";"Länge Gangzyklus [cm]";"Länge Gangzyklus SD [cm]";"Geschwindigkeit [km/h]";"Geschwindigkeit SD [km/h]";"Kadenz [Schritte/min]";"Kadenz SD [Schritte/min]";"Schrittlänge Vorne L [cm]";"Schrittlänge Vorne L SD [cm]";"Schrittlänge Vorne R [cm]";"Schrittlänge Vorne R SD [cm]";"Schrittlänge Hinten L [cm]";"Schrittlänge Hinten L SD [cm]";"Schrittlänge Hinten R [cm]";"Schrittlänge Hinten R SD [cm]";"Verhältnis Schritt/Doppelschritt Vorne L [%]";"Verhältnis Schritt/Doppelschritt Vorne L SD [%]";"Verhältnis Schritt/Doppelschritt Vorne R [%]";"Verhältnis Schritt/Doppelschritt Vorne R SD [%]";"Verhältnis Schritt/Doppelschritt Hinten L [%]";"Verhältnis Schritt/Doppelschritt Hinten L SD [%]";"Verhältnis Schritt/Doppelschritt Hinten R [%]";"Verhältnis Schritt/Doppelschritt Hinten R SD [%]";"Spurbreite Vorne [cm]";"Spurbreite Vorne SD [cm]";"Spurbreite Hinten [cm]";"Spurbreite Hinten SD [cm]";"Reichweite Hinten L [cm]";"Reichweite Hinten L SD [cm]";"Reichweite Hinten R [cm]";"Reichweite Hinten R SD [cm]";"Symmetry index Vorne [%]";"Symmetry index Vorne SD [%]";"Symmetry index Hinten [%]";"Symmetry index Hinten SD [%]";"Standphase Vorne L [%]";"Standphase Vorne L SD [%]";"Standphase Vorne R [%]";"Standphase Vorne R SD [%]";"Standphase Hinten L [%]";"Standphase Hinten L SD [%]";"Standphase Hinten R [%]";"Standphase Hinten R SD [%]";"Schwungphase Vorne L [%]";"Schwungphase Vorne L SD [%]";"Schwungphase Vorne R [%]";"Schwungphase Vorne R SD [%]";"Schwungphase Hinten L [%]";"Schwungphase Hinten L SD [%]";"Schwungphase Hinten R [%]";"Schwungphase Hinten R SD [%]";"Doppelstand Vorne [%]";"Doppelstand Vorne SD [%]";"Doppelstand Hinten [%]";"Doppelstand Hinten SD [%]";"Peak force Vorne L [N]";"Peak force Vorne L SD [N]";"Peak force Vorne R [N]";"Peak force Vorne R SD [N]";"Peak force Hinten L [N]";"Peak force Hinten L SD [N]";"Peak force Hinten R [N]";"Peak force Hinten R SD [N]";"Vertical impulse Vorne L [N·s]";"Vertical impulse Vorne L SD [N·s]";"Vertical impulse Vorne R [N·s]";"Vertical impulse Vorne R SD [N·s]";"Vertical impulse Hinten L [N·s]";"Vertical impulse Hinten L SD [N·s]";"Vertical impulse Hinten R [N·s]";"Vertical impulse Hinten R SD [N·s]"
"parameter values";61,679;56,659;63,113;47,335;-4,494;1,333;394,305;405,132;244,305;209,448;85,032;2,155;5,493;0,288;215,268;8,933;43,338;2,542;43,402;2,817;42,417;3,457;44,228;2,663;50,042;2,429;49,840;1,780;48,959;3,362;50,806;1,890;7,198;3,059;6,578;2,528;-0,423;2,698;-0,388;3,236;3,499;1,231;15,027;3,094;58,518;1,772;58,542;3,876;51,700;0,659;52,755;1,041;41,482;1,772;41,458;3,876;48,300;0,659;47,245;1,041;11,645;4,333;2,566;2,429;1059,868;;1088,971;;656,677;;562,985;;209,622;10,894;203,931;11,447;114,127;7,274;101,672;8,102
