dog_id,asc_peak_slopes_A,asc_peak_slopes_C,avg_pres_A,avg_pres_C,contact_durations_A,contact_durations_C,des_peak_slopes_A,des_peak_slopes_C,impulses_A,impulses_C,pace,paw_area_A,paw_area_C,ratio_pres2area_A,ratio_pres2area_C,std_asc_peak_slopes_A,std_asc_peak_slopes_C,std_avg_pres_A,std_avg_pres_C,std_contact_durations_A,std_contact_durations_C,std_des_peak_slopes_A,std_des_peak_slopes_C,std_impulses_A,std_impulses_C,std_paw_area_A,std_paw_area_C,std_ratio_pres2area_A,std_ratio_pres2area_C,std_step_lengths_A,std_step_lengths_C,std_vert_forces_A,std_vert_forces_C,step_lengths_A,step_lengths_C,steps_A,steps_C,vert_forces_A,vert_forces_C,Alter,Gewicht,sex,neutered,Rückenlänge,Schulterhöhe,BCS,target
T0000013,0.915,0.924,4.281,3.464,0.188,0.17,1.026,1.028,17.39,9.908,5.3,19.246,14.31,0.23,0.244,0.123,0.058,0.325,0.239,0.008,0.016,0.264,0.241,1.36,1.61,1.078,1.36,0.02,0.02,0.061,0.014,7.963,6.852,0.424,0.438,10.0,9.0,91.549,55.048,4,12.0,1,0,48.0,46.0,5.0,0
T0000013,0.884,0.894,4.356,3.555,0.195,0.168,0.951,0.909,17.356,9.496,5.33,18.074,14.476,0.245,0.241,0.103,0.077,0.201,0.243,0.007,0.012,0.194,0.141,1.507,0.525,1.231,0.918,0.02,0.03,0.013,0.013,6.606,3.046,0.414,0.409,10.0,10.0,85.233,54.976,4,12.0,1,0,48.0,46.0,5.0,0
T0000013,0.83,0.95,4.397,3.562,0.185,0.165,1.133,0.906,16.696,9.817,5.34,18.238,14.494,0.234,0.246,0.11,0.094,0.215,0.14,0.01,0.011,0.224,0.115,1.283,1.375,1.117,1.282,0.017,0.024,0.058,0.021,6.356,5.215,0.416,0.425,10.0,9.0,89.238,55.952,4,12.0,1,0,48.0,46.0,5.0,0
T0000014,0.843,0.678,3.957,3.245,0.215,0.2,0.822,0.687,28.328,17.04,6.5,29.537,22.823,0.134,0.134,0.315,0.103,0.112,0.196,0.01,0.018,0.127,0.108,2.048,0.866,1.154,1.859,0.005,0.013,0.015,0.024,8.067,7.065,0.528,0.525,8.0,8.0,129.608,82.968,3,20.0,1,0,61.0,55.0,5.0,0
T0000014,0.97,0.872,4.091,3.349,0.19,0.175,0.895,0.724,28.139,17.06,5.71,29.968,23.368,0.134,0.15,0.248,0.13,0.325,0.36,0.123,0.026,0.289,0.221,8.735,3.772,3.14,3.38,0.013,0.016,0.061,0.067,19.645,17.736,0.577,0.564,8.0,7.0,134.854,87.656,3,20.0,1,0,61.0,55.0,5.0,0
T0000015,0.702,0.612,4.336,3.289,0.258,0.222,0.742,0.596,23.418,12.786,4.12,19.852,15.398,0.221,0.214,0.169,0.077,0.126,0.165,0.047,0.026,0.152,0.133,3.563,1.139,0.857,1.0,0.01,0.025,0.018,0.065,6.052,2.856,0.364,0.339,12.0,12.0,91.456,54.817,3,14.5,1,1,51.0,49.0,5.0,1
T0000015,0.76,0.558,4.371,3.327,0.245,0.235,0.833,0.583,22.946,13.521,4.39,19.579,16.651,0.22,0.204,0.132,0.097,0.535,0.183,0.036,0.017,0.209,0.11,6.02,0.911,4.212,1.024,0.084,0.022,0.024,0.026,22.614,3.378,0.373,0.369,12.0,11.0,93.408,56.258,3,14.5,1,1,51.0,49.0,5.0,1
T0000015,0.679,0.573,4.307,3.276,0.272,0.227,0.666,0.634,24.951,12.216,4.06,19.79,14.844,0.219,0.22,0.103,0.199,0.173,0.288,0.016,0.047,0.223,0.176,1.486,2.004,1.576,1.774,0.02,0.041,0.019,0.058,6.855,7.354,0.357,0.348,12.0,12.0,90.112,50.695,3,14.5,1,1,51.0,49.0,5.0,1
T0000015,0.67,0.52,4.289,3.402,0.26,0.25,0.748,0.506,24.289,13.521,4.1,18.72,14.931,0.23,0.232,0.098,0.064,0.243,0.201,0.029,0.022,0.107,0.11,3.293,1.453,1.296,1.586,0.013,0.034,0.016,0.031,9.213,3.393,0.362,0.351,11.0,12.0,90.989,53.185,3,14.5,1,1,51.0,49.0,5.0,1
T0000015,0.76,0.683,4.417,3.296,0.245,0.202,0.905,0.643,24.036,12.296,4.07,19.777,14.753,0.221,0.225,0.073,0.227,0.339,0.36,0.02,0.09,0.163,0.232,3.072,3.489,2.273,1.93,0.021,0.047,0.043,0.049,14.635,7.897,0.39,0.347,11.0,12.0,96.329,57.359,3,14.5,1,1,51.0,49.0,5.0,1
T0000015,0.839,0.609,4.508,3.308,0.225,0.225,1.054,0.586,22.482,13.133,4.58,19.914,15.377,0.222,0.217,0.176,0.119,0.271,0.427,0.031,0.032,0.232,0.197,1.964,2.655,1.049,2.16,0.02,0.021,0.033,0.038,6.797,11.671,0.383,0.395,10.0,11.0,96.591,56.953,3,14.5,1,1,51.0,49.0,5.0,1
T0000016,0.524,0.5,2.68,2.025,0.185,0.13,0.494,0.379,6.733,2.894,3.93,12.622,9.651,0.216,0.208,0.083,0.099,0.14,0.342,0.013,0.019,0.091,0.109,0.459,0.632,0.912,1.991,0.026,0.253,0.03,0.025,2.152,4.406,0.258,0.269,17.0,17.0,35.549,21.106,1,4.7,0,0,36.0,32.0,5.0,0
T0000016,0.412,0.464,2.526,1.96,0.215,0.15,0.442,0.336,6.848,3.169,3.69,12.262,9.217,0.207,0.209,0.102,0.152,0.253,0.232,0.022,0.038,0.152,0.132,0.772,0.535,1.169,1.011,0.03,0.031,0.032,0.024,4.658,3.917,0.269,0.244,16.0,17.0,32.493,19.208,1,4.7,0,0,36.0,32.0,5.0,0
T0000016,0.461,0.454,2.614,2.047,0.205,0.15,0.424,0.347,7.218,3.125,3.38,12.182,9.02,0.214,0.227,0.071,0.146,0.263,0.317,0.021,0.071,0.133,0.137,0.961,0.314,1.103,0.944,0.026,0.031,0.027,0.024,4.853,4.509,0.252,0.26,17.0,17.0,33.616,20.153,1,4.7,0,0,36.0,32.0,5.0,0
T0000016,0.524,0.518,2.75,2.148,0.18,0.135,0.488,0.373,7.015,2.993,3.45,12.422,8.69,0.224,0.246,0.336,0.194,0.461,0.358,0.046,0.074,0.178,0.163,2.185,0.596,3.048,1.289,0.157,0.066,0.031,0.018,9.091,4.56,0.269,0.268,17.0,16.0,35.808,19.618,1,4.7,0,0,36.0,32.0,5.0,0
T0000017,0.559,0.669,3.448,2.85,0.21,0.17,0.51,0.594,13.598,6.094,4.54,17.771,10.982,0.2,0.271,0.224,0.079,0.192,0.567,0.028,0.021,0.127,0.145,2.471,1.439,2.512,2.473,0.052,0.205,0.028,0.101,10.087,7.503,0.33,0.317,13.0,13.0,64.461,33.927,2,9.5,0,1,40.0,43.0,5.0,0
T0000017,0.465,0.793,3.599,3.025,0.19,0.155,0.631,0.669,13.501,6.164,4.77,17.47,11.65,0.21,0.247,0.198,0.13,0.183,0.222,0.057,0.029,0.196,0.106,2.221,2.293,1.069,2.292,0.015,0.111,0.017,0.098,5.162,7.164,0.342,0.338,11.0,13.0,66.803,38.261,2,9.5,0,1,40.0,43.0,5.0,0
T0000017,0.337,0.651,3.475,2.727,0.27,0.228,0.465,0.325,16.419,7.205,2.94,16.759,11.034,0.196,0.242,0.231,0.142,0.114,0.358,0.049,0.073,0.155,0.215,4.365,1.902,3.402,1.965,0.09,0.13,0.049,0.028,12.27,5.728,0.28,0.299,7.0,8.0,61.972,29.525,2,9.5,0,1,40.0,43.0,5.0,0
T0000017,0.721,0.793,3.622,2.951,0.18,0.15,0.543,0.744,13.147,5.748,4.91,17.012,11.234,0.21,0.261,0.219,0.08,0.257,0.149,0.034,0.011,0.219,0.132,0.862,0.429,1.123,0.871,0.02,0.028,0.032,0.026,6.786,2.372,0.338,0.336,13.0,13.0,66.388,36.147,2,9.5,0,1,40.0,43.0,5.0,0
T0000017,0.679,0.807,3.602,2.869,0.18,0.15,0.496,0.629,13.511,5.857,4.65,18.036,11.759,0.195,0.246,0.192,0.128,0.241,0.27,0.029,0.036,0.273,0.178,1.524,0.893,1.178,1.079,0.027,0.046,0.033,0.032,4.361,3.143,0.337,0.328,13.0,13.0,66.224,35.978,2,9.5,0,1,40.0,43.0,5.0,0
T0000017,0.859,0.815,3.7,3.058,0.175,0.145,0.641,0.748,13.046,5.638,5.33,18.224,11.486,0.208,0.262,0.204,0.07,0.148,0.158,0.011,0.007,0.311,0.087,0.563,0.488,0.862,0.867,0.016,0.024,0.016,0.013,3.435,2.942,0.352,0.352,12.0,12.0,72.091,37.869,2,9.5,0,1,40.0,43.0,5.0,0
T0000018,0.966,0.972,5.127,4.116,0.262,0.208,0.918,0.975,48.859,25.153,4.74,31.582,23.63,0.162,0.182,0.132,0.238,0.193,0.556,0.068,0.113,0.199,0.383,8.753,2.43,2.371,2.95,0.016,0.014,0.017,0.197,12.708,24.033,0.508,0.501,8.0,8.0,181.326,116.059,3,27.0,0,0,67.0,60.0,5.0,0
T0000018,0.982,1.148,5.062,4.389,0.255,0.205,1.114,1.12,47.526,25.308,5.34,30.942,23.808,0.161,0.186,0.194,0.089,0.404,0.117,0.07,0.007,0.354,0.163,7.784,2.046,1.675,1.196,0.012,0.009,0.019,0.192,18.339,6.318,0.511,0.51,8.0,7.0,181.274,120.517,3,27.0,0,0,67.0,60.0,5.0,0
T0000018,1.056,1.102,5.24,4.31,0.25,0.212,0.964,0.923,47.255,25.924,5.01,31.88,23.713,0.165,0.18,0.117,0.152,0.456,0.401,0.079,0.051,0.299,0.351,14.979,2.087,4.928,1.081,0.024,0.015,0.034,0.182,35.352,12.392,0.498,0.497,9.0,8.0,184.242,117.736,3,27.0,0,0,67.0,60.0,5.0,0
T0000018,0.926,1.095,5.06,4.506,0.27,0.22,1.116,1.004,50.095,27.309,5.08,30.58,24.356,0.166,0.185,0.213,0.261,0.323,0.847,0.031,0.041,0.163,0.26,2.679,8.604,2.004,7.266,0.012,0.267,0.04,0.055,15.248,39.138,0.497,0.48,8.0,9.0,174.454,115.937,3,27.0,0,0,67.0,60.0,5.0,0
T0000018,0.934,1.148,5.026,4.38,0.25,0.22,1.128,0.888,47.21,29.181,4.82,31.988,24.19,0.157,0.181,0.174,0.222,0.281,0.388,0.029,0.09,0.263,0.317,3.426,2.933,1.06,3.309,0.01,0.031,0.063,0.051,11.139,21.094,0.5,0.512,9.0,9.0,180.894,114.144,3,27.0,0,0,67.0,60.0,5.0,0
T0000019,0.734,0.608,2.608,2.222,0.145,0.145,0.583,0.53,6.93,4.098,4.24,14.8,10.594,0.174,0.214,0.458,0.245,0.296,0.3,0.042,0.023,0.283,0.167,1.883,1.026,1.687,1.646,0.029,0.026,0.091,0.114,8.008,6.781,0.236,0.212,18.0,18.0,40.662,25.31,2,6.0,1,0,42.0,23.0,5.0,1
T0000019,0.6,0.534,2.848,2.382,0.165,0.145,0.553,0.537,7.938,4.068,3.92,14.79,9.774,0.19,0.234,0.116,0.088,0.173,0.132,0.013,0.014,0.134,0.097,0.546,0.323,1.147,0.887,0.026,0.029,0.016,0.018,3.577,2.054,0.254,0.243,17.0,18.0,46.38,26.935,2,6.0,1,0,42.0,23.0,5.0,1
T0000019,0.5,0.5,2.665,2.249,0.17,0.155,0.5,0.531,8.154,4.013,3.56,14.884,9.95,0.178,0.226,0.098,0.091,0.17,0.282,0.016,0.025,0.121,0.112,0.75,0.502,1.215,1.412,0.023,0.094,0.015,0.022,3.424,3.041,0.253,0.236,18.0,19.0,45.989,25.455,2,6.0,1,0,42.0,23.0,5.0,1
T0000020,1.26,1.244,4.85,3.686,0.19,0.145,1.201,1.026,27.968,12.996,5.96,26.175,21.063,0.185,0.176,0.28,0.329,0.208,0.257,0.008,0.018,0.443,0.26,2.216,1.309,1.7,1.277,0.013,0.017,0.026,0.026,11.525,6.522,0.44,0.443,10.0,10.0,146.236,87.458,3,18.5,0,0,58.0,44.0,5.0,0
T0000020,1.781,1.068,5.285,4.144,0.165,0.16,1.781,0.935,28.238,15.032,6.08,27.059,20.35,0.194,0.191,0.62,0.264,0.506,0.677,0.015,0.023,0.441,0.342,7.005,5.957,6.39,6.048,0.101,0.17,0.071,0.036,46.805,31.522,0.475,0.489,9.0,9.0,161.795,89.388,3,18.5,0,0,58.0,44.0,5.0,0
T0000020,1.494,0.958,4.763,3.63,0.185,0.19,1.345,0.676,26.853,15.617,5.05,25.468,20.401,0.186,0.165,0.305,0.258,0.352,0.351,0.014,0.02,0.324,0.192,4.835,3.778,4.087,2.343,0.026,0.024,0.06,0.033,25.732,14.422,0.402,0.392,11.0,11.0,144.097,79.312,3,18.5,0,0,58.0,44.0,5.0,0
T0000020,1.579,1.138,4.637,3.538,0.19,0.145,1.326,0.925,27.326,13.04,5.93,25.943,20.374,0.18,0.172,0.474,0.203,0.447,0.263,0.02,0.022,0.368,0.21,8.594,2.452,7.27,2.89,0.115,0.056,0.051,0.042,44.229,10.931,0.446,0.414,10.0,9.0,138.571,78.094,3,18.5,0,0,58.0,44.0,5.0,0
T0000020,1.425,0.856,5.182,3.9,0.18,0.18,1.59,0.856,28.409,14.736,5.4,25.241,20.668,0.199,0.187,0.484,0.285,0.299,0.319,0.014,0.014,0.277,0.229,2.382,2.751,3.149,1.954,0.03,0.025,0.067,0.042,17.124,12.218,0.424,0.423,9.0,9.0,152.528,82.291,3,18.5,0,0,58.0,44.0,5.0,0
T0000021,0.557,0.664,3.639,3.292,0.255,0.185,0.582,0.636,22.24,9.746,3.35,21.269,14.029,0.167,0.237,0.188,0.123,0.252,0.213,0.085,0.056,0.203,0.193,4.239,1.246,1.274,1.016,0.016,0.02,0.031,0.045,9.573,5.482,0.306,0.312,13.0,13.0,85.54,50.75,10,13.4,1,1,46.0,40.0,5.0,0
T0000021,0.559,0.616,3.792,3.293,0.255,0.195,0.541,0.61,23.238,9.638,3.41,21.227,13.306,0.176,0.244,0.16,0.167,0.24,0.276,0.079,0.035,0.126,0.098,4.337,1.496,1.081,0.629,0.016,0.027,0.031,0.035,7.339,3.8,0.307,0.296,15.0,15.0,87.927,47.83,10,13.4,1,1,46.0,40.0,5.0,0
T0000021,0.261,0.568,3.474,3.039,0.395,0.355,0.432,0.163,29.525,13.164,1.99,20.992,12.488,0.163,0.244,0.176,0.218,0.221,0.272,0.091,0.302,0.18,0.209,5.409,9.378,1.927,1.176,0.024,0.036,0.035,0.094,8.991,5.866,0.248,0.257,17.0,16.0,76.691,37.805,10,13.4,1,1,46.0,40.0,5.0,0
T0000022,0.741,1.042,3.854,3.158,0.148,0.115,1.245,0.832,8.38,3.553,3.78,13.082,8.294,0.288,0.352,0.195,0.308,0.416,0.528,0.036,0.116,0.509,0.345,0.835,2.533,1.441,1.131,0.051,0.07,0.034,0.049,6.273,6.441,0.281,0.279,16.0,18.0,54.876,30.228,5,6.4,1,1,34.0,32.0,5.0,0
T0000022,0.663,0.807,3.486,2.961,0.15,0.12,0.873,0.809,7.228,3.819,3.85,12.057,9.17,0.289,0.323,0.195,0.185,0.521,0.365,0.094,0.027,0.39,0.138,1.049,0.903,1.914,1.049,0.078,0.067,0.023,0.031,9.832,4.497,0.277,0.265,16.0,17.0,44.908,29.3,5,6.4,1,1,34.0,32.0,5.0,0
T0000022,0.856,1.027,4.101,3.228,0.14,0.11,1.292,0.864,8.831,3.677,4.83,13.005,8.09,0.298,0.378,0.225,0.205,0.408,0.391,0.031,0.054,0.176,0.366,1.667,1.248,2.498,1.563,0.168,0.247,0.048,0.046,10.979,5.282,0.295,0.291,15.0,15.0,59.045,28.026,5,6.4,1,1,34.0,32.0,5.0,0
T0000022,0.673,0.966,2.955,3.207,0.13,0.12,1.13,0.792,4.585,4.178,4.71,10.571,9.771,0.303,0.334,0.323,0.348,0.41,0.449,0.039,0.049,0.447,0.429,1.528,1.676,1.646,1.96,0.047,0.064,0.071,0.128,9.104,9.952,0.254,0.255,17.0,16.0,34.869,32.885,5,6.4,1,1,34.0,32.0,5.0,0
T0000023,0.654,0.69,3.997,3.672,0.268,0.212,0.612,0.83,40.025,23.463,4.79,31.387,26.268,0.129,0.138,0.204,0.072,0.105,0.209,0.121,0.01,0.22,0.086,13.617,1.248,2.052,1.476,0.009,0.011,0.014,0.233,8.749,7.046,0.542,0.553,8.0,6.0,144.122,107.296,1,23.0,1,0,60.0,63.0,4.0,0
T0000023,0.75,0.79,3.938,3.957,0.225,0.195,0.636,0.981,36.107,23.966,5.8,33.659,26.85,0.122,0.148,0.213,0.149,0.193,0.199,0.039,0.026,0.203,0.214,5.762,3.421,1.934,1.439,0.007,0.012,0.041,0.044,13.198,6.512,0.526,0.554,7.0,7.0,145.034,117.168,1,23.0,1,0,60.0,63.0,4.0,0
T0000023,0.544,0.822,3.99,3.838,0.27,0.215,0.617,0.828,39.488,25.058,5.39,32.305,24.919,0.123,0.153,0.163,0.116,0.197,0.209,0.094,0.019,0.064,0.151,9.253,1.665,1.576,0.933,0.008,0.011,0.013,0.181,8.928,6.161,0.525,0.544,8.0,7.0,144.56,106.915,1,23.0,1,0,60.0,63.0,4.0,0
T0000023,0.646,0.853,3.918,3.752,0.25,0.21,0.747,0.803,36.756,24.792,5.61,32.915,26.764,0.124,0.146,3.382,0.167,0.374,0.152,0.077,0.027,0.271,0.126,11.909,5.032,8.234,2.352,0.061,0.012,0.266,0.158,41.532,10.627,0.565,0.538,8.0,8.0,142.784,114.77,1,23.0,1,0,60.0,63.0,4.0,0
T0000025,0.442,0.428,3.335,2.564,0.205,0.175,0.797,0.47,15.09,6.711,4.95,19.458,13.195,0.172,0.195,0.153,0.168,0.176,0.336,0.072,0.023,0.305,0.103,3.804,2.794,1.42,2.029,0.015,0.028,0.016,0.171,4.706,9.627,0.361,0.336,10.0,11.0,70.41,35.966,14,10.5,1,1,41.0,42.0,6.0,1
T0000025,0.441,0.518,3.427,2.683,0.185,0.16,0.932,0.553,12.562,6.552,5.51,18.848,14.037,0.184,0.199,0.115,0.106,0.191,0.099,0.029,0.016,0.347,0.059,3.115,1.202,5.146,1.224,0.172,0.018,0.033,0.024,18.533,3.863,0.369,0.36,12.0,11.0,67.713,40.97,14,10.5,1,1,41.0,42.0,6.0,1
T0000025,0.434,0.44,3.273,2.61,0.215,0.185,0.608,0.489,15.8,7.433,4.7,20.216,13.728,0.161,0.195,0.131,0.107,0.157,0.153,0.063,0.023,0.235,0.082,2.842,1.053,2.142,1.379,0.022,0.03,0.02,0.104,8.39,3.969,0.351,0.339,12.0,11.0,71.626,35.32,14,10.5,1,1,41.0,42.0,6.0,1
T0000025,0.37,0.418,3.192,2.497,0.21,0.192,0.656,0.417,15.527,7.816,4.41,19.845,13.683,0.165,0.184,0.1,0.112,0.146,0.156,0.06,0.015,0.273,0.064,2.63,0.559,1.65,0.97,0.019,0.016,0.023,0.101,6.198,4.214,0.326,0.329,13.0,12.0,67.754,36.633,14,10.5,1,1,41.0,42.0,6.0,1
T0000027,0.738,0.639,3.286,2.68,0.16,0.14,0.794,0.738,11.246,5.542,4.19,18.697,12.752,0.176,0.212,0.157,0.15,0.108,0.295,0.014,0.029,0.144,0.211,0.924,1.47,0.686,2.691,0.007,0.133,0.01,0.024,2.991,9.334,0.281,0.276,15.0,16.0,70.89,37.45,1,8.5,0,0,41.0,27.0,5.0,0
T0000027,0.823,0.656,3.346,2.736,0.15,0.135,0.765,0.689,10.96,5.733,4.62,18.66,12.566,0.185,0.216,0.139,0.108,0.297,0.192,0.021,0.017,0.152,0.166,2.758,0.389,3.77,0.862,0.084,0.021,0.023,0.023,15.954,3.531,0.304,0.303,15.0,14.0,71.878,38.918,1,8.5,0,0,41.0,27.0,5.0,0
T0000027,0.827,0.607,3.367,2.848,0.145,0.145,0.908,0.753,10.802,6.057,4.28,18.466,12.799,0.179,0.222,0.214,0.054,0.258,0.141,0.019,0.012,0.176,0.162,0.688,0.655,1.098,0.977,0.02,0.026,0.018,0.011,5.409,3.57,0.287,0.287,15.0,15.0,70.847,39.701,1,8.5,0,0,41.0,27.0,5.0,0
T0000027,0.77,0.686,3.29,2.799,0.152,0.13,0.875,0.777,11.238,5.399,4.48,18.652,12.47,0.174,0.223,0.123,0.099,0.137,0.19,0.018,0.027,0.11,0.222,0.982,0.649,0.934,0.743,0.014,0.019,0.016,0.018,3.942,3.357,0.297,0.29,14.0,15.0,69.68,39.347,1,8.5,0,0,41.0,27.0,5.0,0
T0000028,0.673,1.01,3.351,2.99,0.135,0.105,0.673,0.823,6.233,3.199,5.27,12.257,9.289,0.275,0.325,0.164,0.127,0.183,0.175,0.014,0.01,0.115,0.145,0.816,0.338,1.748,0.553,0.066,0.033,0.022,0.02,6.907,1.802,0.276,0.278,15.0,15.0,44.368,29.563,6,5.5,1,1,32.0,29.0,5.0,1
T0000028,0.652,0.8,3.287,2.952,0.143,0.12,0.629,0.677,6.717,3.348,4.74,12.394,8.769,0.266,0.325,0.14,0.143,0.201,0.205,0.012,0.017,0.167,0.128,1.1,1.095,2.258,0.926,0.181,0.041,0.046,0.043,8.103,4.104,0.264,0.26,16.0,17.0,44.998,27.677,6,5.5,1,1,32.0,29.0,5.0,1
T0000029,0.784,0.77,4.467,3.468,0.22,0.185,1.147,0.906,33.585,17.214,5.75,29.574,22.987,0.148,0.15,0.131,0.069,0.285,0.079,0.075,0.006,0.464,0.149,6.376,1.202,1.648,1.175,0.011,0.009,0.01,0.015,11.926,3.869,0.492,0.49,8.0,7.0,146.759,90.598,5,22.0,1,0,54.0,54.0,5.0,0
T0000029,0.915,0.706,4.487,3.388,0.215,0.182,1.371,0.832,33.789,16.998,6.2,28.982,23.625,0.155,0.142,0.132,0.19,0.276,0.274,0.063,0.022,0.323,0.197,6.445,1.863,3.119,1.109,0.02,0.017,0.019,0.02,16.327,5.585,0.506,0.495,9.0,8.0,153.585,90.147,5,22.0,1,0,54.0,54.0,5.0,0
T0000029,0.814,0.852,4.464,3.523,0.225,0.195,1.121,0.995,32.085,17.002,5.69,27.801,22.242,0.154,0.158,0.107,0.085,0.301,0.079,0.075,0.005,0.285,0.138,9.547,0.776,4.093,1.064,0.029,0.009,0.022,0.026,23.399,4.651,0.48,0.478,9.0,8.0,139.501,87.2,5,22.0,1,0,54.0,54.0,5.0,0
T0000029,0.828,0.758,4.371,3.448,0.222,0.195,1.056,0.87,32.703,16.779,5.85,29.069,22.307,0.149,0.146,0.091,0.127,0.261,0.235,0.081,0.024,0.355,0.26,8.927,1.753,1.157,1.285,0.011,0.015,0.023,0.179,7.696,6.414,0.5,0.503,8.0,7.0,144.88,83.893,5,22.0,1,0,54.0,54.0,5.0,0
T0000029,0.946,0.897,4.606,3.625,0.208,0.175,1.34,1.053,31.808,16.992,6.17,29.376,23.486,0.156,0.154,0.176,0.12,0.293,0.11,0.032,0.006,0.243,0.195,2.609,1.64,1.914,0.887,0.011,0.004,0.018,0.018,15.274,6.953,0.521,0.52,8.0,8.0,149.841,94.436,5,22.0,1,0,54.0,54.0,5.0,0
T0000029,1.102,1.014,3.697,4.596,0.162,0.188,1.108,1.634,16.288,29.788,7.03,24.226,32.103,0.147,0.143,0.099,0.176,0.484,0.45,0.014,0.019,0.31,0.527,4.833,4.927,1.737,3.825,0.012,0.01,0.181,0.18,21.154,29.859,0.536,0.545,8.0,8.0,100.146,160.655,5,22.0,1,0,54.0,54.0,5.0,0
T0000030,0.745,0.75,4.286,3.782,0.215,0.22,0.789,0.627,25.288,18.677,4.79,24.79,18.014,0.176,0.217,0.167,0.234,0.284,0.67,0.022,0.054,0.18,0.271,4.752,6.732,3.603,4.787,0.034,0.067,0.104,0.156,20.229,25.562,0.404,0.412,11.0,9.0,114.3,77.163,10,18.0,0,1,51.0,46.0,5.0,0
T0000030,0.787,0.876,4.474,4.046,0.215,0.195,0.94,0.876,25.691,16.955,5.14,23.864,18.504,0.185,0.218,0.116,0.208,0.369,0.284,0.008,0.025,0.267,0.198,1.89,2.84,0.928,1.582,0.019,0.026,0.014,0.105,8.692,7.626,0.407,0.39,10.0,12.0,117.767,87.896,10,18.0,0,1,51.0,46.0,5.0,0
T0000030,0.644,0.9,4.519,4.155,0.24,0.195,0.854,0.771,27.735,16.278,4.58,23.24,17.834,0.198,0.239,0.125,0.117,0.199,0.541,0.007,0.053,0.211,0.216,1.498,3.256,1.634,3.286,0.019,0.169,0.018,0.009,8.05,14.702,0.396,0.399,11.0,11.0,112.447,81.39,10,18.0,0,1,51.0,46.0,5.0,0
T0000030,0.711,0.9,4.64,4.048,0.22,0.18,0.916,0.933,27.213,16.001,4.88,23.072,18.102,0.205,0.224,0.166,0.113,0.282,0.283,0.045,0.009,0.272,0.177,1.583,1.151,1.265,1.02,0.011,0.018,0.026,0.041,12.368,7.47,0.394,0.404,11.0,11.0,117.883,84.79,10,18.0,0,1,51.0,46.0,5.0,0
T0000030,0.924,0.858,4.728,4.137,0.198,0.19,1.023,0.874,26.024,16.634,5.09,24.434,18.24,0.194,0.222,0.256,0.477,0.523,0.584,0.032,0.087,0.395,0.379,2.363,6.037,1.732,1.146,0.02,0.033,0.084,0.094,18.265,12.777,0.449,0.449,10.0,10.0,126.238,85.424,10,18.0,0,1,51.0,46.0,5.0,0
T0000030,0.85,0.9,4.584,4.283,0.215,0.195,1.162,0.953,26.964,17.741,5.14,24.45,18.715,0.193,0.231,0.131,0.124,0.202,0.266,0.009,0.009,0.312,0.175,6.033,2.064,4.786,1.978,0.087,0.04,0.023,0.029,26.156,7.179,0.426,0.428,9.0,9.0,121.039,89.69,10,18.0,0,1,51.0,46.0,5.0,0
T0000031,0.339,0.438,2.55,1.988,0.19,0.15,0.378,0.325,5.798,2.283,3.55,10.59,6.683,0.247,0.294,0.067,0.083,0.187,0.288,0.034,0.018,0.084,0.096,1.012,0.651,1.178,0.941,0.046,0.063,0.049,0.071,3.04,3.698,0.222,0.201,21.0,21.0,29.511,14.956,5,4.7,1,1,30.0,28.0,5.0,1
T0000031,0.456,0.523,2.835,2.26,0.16,0.13,0.433,0.521,5.8,2.429,4.15,11.266,7.535,0.254,0.319,0.1,0.085,0.18,0.208,0.044,0.008,0.135,0.082,0.926,0.339,0.822,0.65,0.027,0.039,0.022,0.049,2.825,2.124,0.234,0.222,19.0,17.0,34.795,18.279,5,4.7,1,1,30.0,28.0,5.0,1
T0000031,0.378,0.477,2.556,2.114,0.19,0.135,0.425,0.38,5.297,2.365,3.61,10.671,7.016,0.24,0.294,0.126,0.115,0.188,0.159,0.027,0.035,0.095,0.153,0.64,0.454,1.336,0.581,0.039,0.038,0.023,0.025,4.274,1.66,0.229,0.196,21.0,21.0,29.426,14.958,5,4.7,1,1,30.0,28.0,5.0,1
T0000031,0.374,0.482,2.628,2.111,0.185,0.145,0.418,0.448,5.772,2.308,3.66,11.218,7.012,0.234,0.305,0.097,0.093,0.152,0.119,0.025,0.024,0.081,0.142,0.386,0.276,1.003,0.682,0.028,0.044,0.015,0.021,3.284,1.755,0.224,0.206,20.0,20.0,30.85,16.139,5,4.7,1,1,30.0,28.0,5.0,1
T0000031,0.288,0.439,2.516,1.917,0.195,0.16,0.4,0.254,5.754,2.363,3.36,10.162,6.756,0.248,0.294,0.064,0.098,0.209,0.177,0.02,0.029,0.081,0.102,1.086,0.392,1.615,0.605,0.076,0.055,0.023,0.022,5.061,1.342,0.221,0.193,22.0,22.0,28.132,13.454,5,4.7,1,1,30.0,28.0,5.0,1
T0000032,0.603,0.558,5.123,4.996,0.335,0.292,1.981,1.265,62.52,43.991,4.6,33.302,28.278,0.16,0.175,0.285,0.201,0.465,0.205,0.053,0.073,1.193,0.56,10.96,15.275,4.442,3.263,0.021,0.019,0.04,0.115,36.223,16.502,0.52,0.453,8.0,10.0,190.421,148.37,5,30.0,1,1,70.0,62.0,5.0,1
